train_0,train_1,train_2,train_3,train_4,valid_0,valid_1,valid_2,valid_3,valid_4,test_0,test_1,test_2,test_3,test_4,
49,0,1.015795364,1.026884699,-0.270916605,0.37981122,-2.221768312,0,0,0,0,0,0,0,0,0
50,0,-2.57218704,-1.06871213,-2.28249846,-2.448318439,-0.295791655,0,0,0,0,0,0,0,0,0
51,0,-1.897853861,-1.843561049,-2.888507168,-3.113583102,-2.870374928,0,0,0,0,0,0,0,0,0
52,0,-1.040767484,-1.343274136,-1.366461797,-1.514814343,-0.929126925,0,0,0,0,0,0,0,0,0
53,0,-1.806159716,-2.07472681,-3.006767662,-2.253197803,-2.893564153,0,0,0,0,0,0,0,0,0
54,0,-1.08345933,-0.595292444,-0.745616837,-1.813374567,-1.437376099,0,0,0,0,0,0,0,0,0
55,0,-1.359741569,-1.411921773,-2.499950647,-2.29871819,-2.03771101,0,0,0,0,0,0,0,0,0
56,0,-0.663737345,-0.674904099,-2.198841648,-1.001511412,-2.292281051,0,0,0,0,0,0,0,0,0
57,0,-0.57445962,-0.77046608,-1.659717431,-1.798837142,-0.691824903,0,0,0,0,0,0,0,0,0
58,0,-1.65120522,-0.319681368,-2.173124175,-1.520534182,-1.95919476,0,0,0,0,0,0,0,0,0
59,0,-1.429881482,-0.70588706,-2.529598811,-2.028295574,0.037748203,0,0,0,0,0,0,0,0,0
60,0,-1.892817502,-0.898954325,-1.601351309,-1.822822652,-2.321466165,0,0,0,0,0,0,0,0,0
61,0,-0.273892555,-1.384428153,-1.427821074,-1.754913626,-1.88777215,0,0,0,0,0,0,0,0,0
62,0,-2.384999633,-2.691724854,-2.71531574,-2.745613952,-2.456468968,0,0,0,0,0,0,0,0,0
63,0,-1.061442928,-1.299254041,-0.864074397,-1.841175323,-3.142009761,0,0,0,0,0,0,0,0,0
64,0,-0.917058706,-0.327560148,-0.863194828,-1.300720901,-1.484885535,0,0,0,0,0,0,0,0,0
65,0,-1.796205473,-0.516266518,-1.983467269,-2.004628539,-2.537508187,0,0,0,0,0,0,0,0,0
66,0,-1.539672971,-0.917286663,-1.805543294,-2.93691328,-1.877835112,0,0,0,0,0,0,0,0,0
67,0,-1.880437846,-1.647964168,-2.265526824,-1.949399266,-2.460060852,0,0,0,0,0,0,0,0,0
68,0,-1.112460475,-0.404701033,-1.641452541,-1.339728293,-1.389199605,0,0,0,0,0,0,0,0,0
69,0,-0.009498281,0.028443422,-0.659627867,0.0408004,-0.537403936,0,0,0,0,0,0,0,0,0
70,0,-0.708281193,0.031247721,-1.659442749,-0.957404709,-1.002575927,0,0,0,0,0,0,0,0,0
71,0,-1.413296943,-1.301813178,-1.924612389,-1.774354858,-2.610353475,0,0,0,0,0,0,0,0,0
72,0,-0.944437566,-0.26440361,-1.237856054,-0.592541714,-1.487446432,0,0,0,0,0,0,0,0,0
73,0,0.246944094,0.174342012,-0.761957779,-0.386392937,-2.122693725,0,0,0,0,0,0,0,0,0
74,0,-3.506301301,-3.09338625,-3.322485249,-3.441875311,-3.641845942,0,0,0,0,0,0,0,0,0
75,0,-1.581876645,-0.363607817,-1.874312339,-1.472380562,-1.888604212,0,0,0,0,0,0,0,0,0
76,0,-2.096162372,-0.064327164,-1.771184773,-0.962973423,-1.714334974,0,0,0,0,0,0,0,0,0
77,0,-1.646946182,-1.141658297,-2.826124139,-1.871444111,-1.750193396,0,0,0,0,0,0,0,0,0
78,0,-1.937286863,-1.21944356,-2.751708863,-2.437087169,-1.177951517,0,0,0,0,0,0,0,0,0
79,0,-1.448511767,-0.795377884,-2.610882018,-2.353381677,-1.193018169,0,0,0,0,0,0,0,0,0
80,0,-1.492598333,-1.077886901,-2.217554045,-2.773172185,-1.848123312,0,0,0,0,0,0,0,0,0
81,0,-0.865917602,-0.244516239,-1.35871244,-0.992138987,-1.792365594,0,0,0,0,0,0,0,0,0
82,0,-0.132427588,-0.164485426,-1.127568183,-1.036541681,-2.231524315,0,0,0,0,0,0,0,0,0
83,0,-1.725671816,-0.246193266,-1.126021557,-0.708748446,-1.891877327,0,0,0,0,0,0,0,0,0
84,0,-0.425008736,-0.545182228,-0.256633139,-1.113721275,-1.641992521,0,0,0,0,0,0,0,0,0
85,0,-0.571801558,-0.526332588,-0.991962838,-1.83746428,0.24647254,0,0,0,0,0,0,0,0,0
86,0,-2.60474654,-1.579440675,-1.733371515,-2.037110033,-3.047608678,0,0,0,0,0,0,0,0,0
87,0,-1.414297137,-1.757417827,-1.362867079,-0.950342741,-3.538436558,0,0,0,0,0,0,0,0,0
88,0,-0.224740696,-0.254532261,-0.896852078,-0.937387719,-2.083588581,0,0,0,0,0,0,0,0,0
89,0,-1.29863019,-1.040851159,-1.922998705,-1.924534383,-1.107562337,0,0,0,0,0,0,0,0,0
90,0,-1.223214231,-1.382795115,-2.271285372,-2.383156819,-1.327289791,0,0,0,0,0,0,0,0,0
91,0,0.329919577,0.81465929,0.381026077,-0.045389938,-1.529613743,0,0,0,0,0,0,0,0,0
92,0,-0.78841445,-0.308170528,-2.192151918,-1.41742734,-1.14937696,0,0,0,0,0,0,0,0,0
93,0,-1.444476581,-1.745309138,-1.641006403,-2.645043178,-2.529003699,0,0,0,0,0,0,0,0,0
94,0,-0.914388328,0.376018848,-2.373291922,-0.755060034,-0.214867783,0,0,0,0,0,0,0,0,0
95,0,-0.822673068,0.657403917,-0.450557489,0.331240788,-1.696897259,0,0,0,0,0,0,0,0,0
96,0,-0.949517326,-1.343046374,-1.700287676,-1.634491062,-2.212174382,0,0,0,0,0,0,0,0,0
97,0,-1.912712889,-1.153305988,-2.088631587,-2.414296086,-3.135887675,0,0,0,0,0,0,0,0,0
98,0,-0.626258984,-1.255467768,-1.504846611,-1.684390526,-2.10452209,0,0,0,0,0,0,0,0,0
99,0,-1.381907334,-0.536423292,-2.129922652,-1.276850543,-1.465049973,0,0,0,0,0,0,0,0,0
100,0,-0.238622599,-0.149233437,-1.522328119,-0.48979538,-2.598067074,0,0,0,0,0,0,0,0,0
101,0,-1.038241777,0.608979721,-1.070267944,-1.350848322,-0.412544231,0,0,0,0,0,0,0,0,0
102,0,-0.627359667,-1.104600854,-1.848023214,-2.1997263,-1.613981991,0,0,0,0,0,0,0,0,0
103,0,-1.822476807,-1.024976492,-0.937299547,-1.572537456,-1.214683838,0,0,0,0,0,0,0,0,0
104,0,-3.03578738,-3.047729988,-3.506160147,-3.110827093,-2.573778925,0,0,0,0,0,0,0,0,0
105,0,-0.060717001,0.559509974,-0.886507807,-0.893885512,-0.763766575,0,0,0,0,0,0,0,0,0
106,0,-2.319960594,-1.281130695,-3.227132456,-2.795302858,-2.643588243,0,0,0,0,0,0,0,0,0
107,0,-2.487020845,-1.335857134,-2.588236487,-2.133411016,-2.557063203,0,0,0,0,0,0,0,0,0
108,0,-1.341284499,-0.972166767,-2.107038021,-2.185915952,-2.003058062,0,0,0,0,0,0,0,0,0
109,0,-0.62034853,-1.064466581,-1.65573894,-0.898684335,-1.889212031,0,0,0,0,0,0,0,0,0
110,0,-0.657713499,-0.473640165,-0.754444981,-0.968294826,-1.450107269,0,0,0,0,0,0,0,0,0
111,0,-0.086168003,1.245326719,-0.707140236,-0.506044436,-0.197559881,0,0,0,0,0,0,0,0,0
112,0,-2.165227604,-1.471104317,-2.748295572,-2.823859332,-2.946310632,0,0,0,0,0,0,0,0,0
113,0,0.039259443,0.267047691,-0.356112614,0.085296154,-1.935493708,0,0,0,0,0,0,0,0,0
114,0,-1.402868409,-0.220840406,-1.337202587,-2.446184716,-1.251212444,0,0,0,0,0,0,0,0,0
115,0,-1.250929356,-0.454494143,-1.542123213,-1.009570446,-1.674987016,0,0,0,0,0,0,0,0,0
116,0,-0.221495733,-0.263900385,-1.243933663,-0.734156437,-1.332608848,0,0,0,0,0,0,0,0,0
117,0,-1.794408212,-1.270131292,-3.026924338,-2.44410202,-1.581026597,0,0,0,0,0,0,0,0,0
118,0,-1.631125474,-1.460081258,-2.806633737,-2.304536953,-2.198922782,0,0,0,0,0,0,0,0,0
119,0,-2.124656773,-0.930419593,-2.162499943,-1.226307678,-3.115008516,0,0,0,0,0,0,0,0,0
120,0,-0.770339394,-1.09633009,-1.223608756,-0.946152129,-0.7594135,0,0,0,0,0,0,0,0,0
121,0,-1.896481624,-1.841247072,-2.238762627,-2.740340252,-1.298190699,0,0,0,0,0,0,0,0,0
122,0,-2.463554397,-1.89868866,-2.907065606,-3.01182621,-1.848951073,0,0,0,0,0,0,0,0,0
123,0,-0.878913679,0.103476391,0.123098269,-1.030722136,-1.257652125,0,0,0,0,0,0,0,0,0
124,0,-0.739123001,-0.181563025,-0.63160326,-0.883187575,-2.047364373,0,0,0,0,0,0,0,0,0
125,0,-2.57137795,-1.544446378,-2.942148368,-3.348603797,-2.40871007,0,0,0,0,0,0,0,0,0
126,0,-1.054227686,-0.61716691,-2.14987102,-1.924648557,-2.238112578,0,0,0,0,0,0,0,0,0
127,0,-1.594319839,-0.646894741,-2.323381705,-1.492365294,-1.917272806,0,0,0,0,0,0,0,0,0
128,0,-0.710658903,-0.167195883,-2.155344524,-2.10733851,-2.985310009,0,0,0,0,0,0,0,0,0
129,0,-1.985689554,-2.19288271,-2.548657932,-2.843795285,-1.084913287,0,0,0,0,0,0,0,0,0
130,0,-1.656809711,-1.388134503,-2.101075954,-1.633279529,-2.435988538,0,0,0,0,0,0,0,0,0
131,0,-1.684944191,-1.036078534,-2.30892776,-2.312632937,-1.830564971,0,0,0,0,0,0,0,0,0
132,0,-1.661809511,-1.373950353,-2.711207728,-1.884877334,-2.083960819,0,0,0,0,0,0,0,0,0
133,0,-2.488922799,-1.535978546,-2.270321736,-2.294308224,-1.898579178,0,0,0,0,0,0,0,0,0
134,0,-1.691319747,-0.861425133,-1.999173999,-2.359037976,-1.242212844,0,0,0,0,0,0,0,0,0
135,0,-2.107958646,-0.88808454,-1.732641702,-1.602814846,-2.898538733,0,0,0,0,0,0,0,0,0
136,0,-1.742188907,-1.102199097,-1.756618023,-1.96615624,-2.060487137,0,0,0,0,0,0,0,0,0
137,0,-1.311179543,-1.00098629,-1.721603003,-1.765428376,-2.016998811,0,0,0,0,0,0,0,0,0
138,0,-0.374177504,0.80358716,-0.480920706,-0.539085655,-1.96597403,0,0,0,0,0,0,0,0,0
139,0,-1.277606359,-0.797335458,-2.244812865,-1.514705839,-1.944988127,0,0,0,0,0,0,0,0,0
140,0,-0.77002737,0.356831379,-0.655484371,-0.983513384,-2.384731793,0,0,0,0,0,0,0,0,0
141,0,-3.043310735,-1.695074973,-2.780690262,-2.658038571,-2.554941015,0,0,0,0,0,0,0,0,0
142,0,-1.240669346,-1.765697584,-2.079069524,-2.057461529,-1.316922255,0,0,0,0,0,0,0,0,0
143,0,-0.151958361,-0.415357132,-1.370997081,-1.238599162,-0.579841433,0,0,0,0,0,0,0,0,0
144,0,-0.603704166,-0.58282794,-1.27336648,-0.268093147,-2.98553386,0,0,0,0,0,0,0,0,0
145,0,-0.371659031,-0.901133208,-0.575548964,-0.757944489,-0.607929382,0,0,0,0,0,0,0,0,0
146,0,-0.917397904,0.477075644,-0.938364844,-1.246986446,-2.039283638,0,0,0,0,0,0,0,0,0
147,0,-0.702638187,-0.086394005,-1.795924535,-1.215536623,-2.521255319,0,0,0,0,0,0,0,0,0
148,0,-1.153275685,-0.322906389,-1.57483501,-0.824752245,-2.874193301,0,0,0,0,0,0,0,0,0
149,0,-2.776493883,-1.959481955,-3.057537799,-2.770693204,-3.235871891,0,0,0,0,0,0,0,0,0
150,0,-0.342962284,-0.162573795,-2.192397666,-0.618829861,0.338414583,0,0,0,0,0,0,0,0,0
151,0,-1.211015806,-1.107937117,-1.39435483,-1.777089753,-2.25527698,0,0,0,0,0,0,0,0,0
152,0,-0.981681519,0.044268236,-1.855820665,-0.959229927,-0.686138496,0,0,0,0,0,0,0,0,0
153,0,0.474719439,-0.210439634,-0.330568943,0.376219044,-1.868714299,0,0,0,0,0,0,0,0,0
154,0,-1.896421213,-1.477809491,-2.397703433,-2.757602601,-3.205173337,0,0,0,0,0,0,0,0,0
155,0,-1.538624487,-1.534263201,-1.726698794,-1.581874495,-2.750094299,0,0,0,0,0,0,0,0,0
156,0,-1.286604786,-1.249432583,-2.304133825,-1.902404199,-1.60491025,0,0,0,0,0,0,0,0,0
157,0,-1.76159534,-0.821942277,-1.635747757,-0.85978056,-0.035567074,0,0,0,0,0,0,0,0,0
158,0,-1.918112297,-0.741508141,-2.000048289,-0.520835819,-2.543836334,0,0,0,0,0,0,0,0,0
159,0,-2.923389442,-1.510756869,-2.41781358,-1.637764568,-1.321939063,0,0,0,0,0,0,0,0,0
160,0,-1.310736728,-0.680753555,-1.450392704,-1.80044848,-1.369395714,0,0,0,0,0,0,0,0,0
161,0,-2.243945613,-1.299369779,-1.805555611,-1.982869225,-0.366968126,0,0,0,0,0,0,0,0,0
162,0,-2.525873888,-1.504863033,-2.747409551,-2.634266453,-1.664819283,0,0,0,0,0,0,0,0,0
163,0,0.782928724,0.958905878,0.562788563,0.236761503,-2.34186204,0,0,0,0,0,0,0,0,0
164,0,-1.934065166,-1.272644877,-2.40224771,-2.484666498,-2.59511869,0,0,0,0,0,0,0,0,0
165,0,-1.835999374,-1.306252861,-1.854836893,-1.576653972,-1.138837771,0,0,0,0,0,0,0,0,0
166,0,0.367128143,1.171060905,-0.593706522,0.034797277,-0.205707283,0,0,0,0,0,0,0,0,0
167,0,-2.207887974,-1.602622666,-2.690506575,-2.497480366,-2.808999228,0,0,0,0,0,0,0,0,0
168,0,-0.627869148,-1.177941937,-1.261283793,-1.692469697,-2.177075686,0,0,0,0,0,0,0,0,0
169,0,-0.927520475,-1.475614185,-1.936069269,-1.307423143,-2.230187073,0,0,0,0,0,0,0,0,0
170,0,-0.803256273,0.367763529,-0.223124275,-0.618177271,-1.918666158,0,0,0,0,0,0,0,0,0
171,0,-2.022973781,-0.911990285,-1.930997329,-2.093543215,-2.953375239,0,0,0,0,0,0,0,0,0
172,0,-0.795253153,-0.901963315,-1.12272635,-1.659627891,-1.677164335,0,0,0,0,0,0,0,0,0
173,0,-2.119520121,-0.80882401,-1.767761512,-1.925984821,-1.271126795,0,0,0,0,0,0,0,0,0
174,0,-0.437689466,0.301983728,-0.855296302,-1.125974636,-2.577311962,0,0,0,0,0,0,0,0,0
175,0,-1.093531461,-0.88618855,-1.409332333,-1.790618186,-3.000425146,0,0,0,0,0,0,0,0,0
176,0,-1.824324312,-1.534184413,-2.717492473,-1.689744773,-2.699216146,0,0,0,0,0,0,0,0,0
177,0,0.148732653,1.572337551,-0.492294693,0.448152113,-0.461814566,0,0,0,0,0,0,0,0,0
178,0,-1.436385484,0.439543324,-2.016558537,-0.592856474,-2.715954547,0,0,0,0,0,0,0,0,0
179,0,1.066224642,1.569408131,0.557688274,1.544809132,-1.092417874,0,0,0,0,0,0,0,0,0
180,0,-1.136549993,-0.919106016,-1.552112255,-2.371940994,-2.279901004,0,0,0,0,0,0,0,0,0
181,0,-0.25296237,0.121204233,-1.671260724,-0.509309731,-1.35792202,0,0,0,0,0,0,0,0,0
182,0,-1.796565785,-1.452555752,-2.424721589,-2.766500344,-2.32529099,0,0,0,0,0,0,0,0,0
183,0,-0.32162858,0.097180405,-1.260262485,-0.630407562,-1.991997466,0,0,0,0,0,0,0,0,0
184,0,0.066598225,0.786842308,0.642064734,-0.16651123,-2.668624778,0,0,0,0,0,0,0,0,0
185,0,-0.52719593,-0.786900864,-0.939436984,-1.518484135,-2.621312311,0,0,0,0,0,0,0,0,0
186,0,-2.676868172,-1.896896677,-2.813584268,-2.215147986,-1.917971339,0,0,0,0,0,0,0,0,0
187,0,-2.214880342,-0.439986629,-2.10760674,-1.144314404,-2.112283764,0,0,0,0,0,0,0,0,0
188,0,-0.528384981,0.093716087,-1.047989373,-1.563959165,-2.472557418,0,0,0,0,0,0,0,0,0
189,0,-2.454858902,-2.661489301,-3.650983934,-3.632116283,-1.861269341,0,0,0,0,0,0,0,0,0
190,0,-2.01361074,-1.751719298,-2.674399064,-2.200252399,-3.164301822,0,0,0,0,0,0,0,0,0
191,0,-1.844355769,-1.326580114,-2.186227779,-1.753257127,-0.945362296,0,0,0,0,0,0,0,0,0
192,0,-1.355413909,-0.190056467,-1.584078403,-1.661410098,-1.489745159,0,0,0,0,0,0,0,0,0
193,0,-1.094048567,-0.871766276,-2.008034987,-1.577624254,-2.80203511,0,0,0,0,0,0,0,0,0
194,0,-0.381612101,-0.1727384,-0.514318914,-0.612247658,-0.952627001,0,0,0,0,0,0,0,0,0
195,0,-0.931039338,-0.955251632,-2.139031539,-1.479077134,-2.351028795,0,0,0,0,0,0,0,0,0
196,0,-1.063214383,0.095168676,-1.740766621,-1.094438596,-1.700680051,0,0,0,0,0,0,0,0,0
197,0,-3.244001355,-3.561243037,-3.637710706,-3.088697593,-2.403439107,0,0,0,0,0,0,0,0,0
198,0,-1.458098464,-0.490813951,-1.484517598,-1.960395346,-1.526536522,0,0,0,0,0,0,0,0,0
199,0,-1.267337551,-0.096284513,-0.949497581,-1.496834693,-3.083128977,0,0,0,0,0,0,0,0,0
200,0,-1.967898564,-1.76440824,-1.798285236,-2.659573662,-1.753345299,0,0,0,0,0,0,0,0,0
201,0,-0.78154779,-0.730918121,-1.359886827,-1.325391455,-1.543959379,0,0,0,0,0,0,0,0,0
202,0,0.624688015,-0.00886446,0.218594561,0.484442205,-1.668150268,0,0,0,0,0,0,0,0,0
203,0,-1.960846763,-1.040774717,-2.386662583,-2.167750573,-1.401608782,0,0,0,0,0,0,0,0,0
204,0,-0.697417078,0.043738031,-1.365797868,-0.951905594,-2.554951279,0,0,0,0,0,0,0,0,0
205,0,-1.331626053,-1.096015525,-1.793954644,-0.742979498,-1.8643362,0,0,0,0,0,0,0,0,0
206,0,0.11325038,0.359736948,-0.701088238,-0.66357625,-2.857455096,0,0,0,0,0,0,0,0,0
207,0,-2.237174163,-1.819948168,-2.986551845,-2.34460495,-2.133396745,0,0,0,0,0,0,0,0,0
208,0,-1.060559058,-0.668588953,-1.088412209,-0.87940928,-2.660850494,0,0,0,0,0,0,0,0,0
209,0,-1.455374517,-0.84205956,-2.375467873,-2.043943067,-1.251272268,0,0,0,0,0,0,0,0,0
210,0,-0.895063028,-0.042303333,-1.0602703,-1.165039115,-2.176916742,0,0,0,0,0,0,0,0,0
211,0,-2.355257921,-1.037581954,-1.937768583,-1.706260104,-2.996970408,0,0,0,0,0,0,0,0,0
212,0,-1.129588122,-0.709917946,-1.888575864,-2.188421326,-1.338986554,0,0,0,0,0,0,0,0,0
213,0,-0.201879721,-0.538460436,-0.681826868,-0.492115612,-2.057350483,0,0,0,0,0,0,0,0,0
214,0,-3.116739991,-2.200504208,-3.078871405,-2.87580982,-3.218773715,0,0,0,0,0,0,0,0,0
215,0,-1.327544923,-1.563618598,-1.933013749,-2.353741794,-0.789678574,0,0,0,0,0,0,0,0,0
216,0,-1.330045018,-0.689861269,-1.440522332,-2.496613407,-0.977710261,0,0,0,0,0,0,0,0,0
217,0,-2.058174138,-2.063857417,-2.76275636,-2.524510057,-2.36529017,0,0,0,0,0,0,0,0,0
218,0,0.503847466,1.338057814,-0.11567687,0.7230758,-1.92471014,0,0,0,0,0,0,0,0,0
219,0,0.349264622,0.14508769,0.714681282,0.11903923,-2.176587515,0,0,0,0,0,0,0,0,0
220,0,-1.607236347,-0.623178244,-0.998418355,-1.135375996,-1.819783554,0,0,0,0,0,0,0,0,0
221,0,-0.91756506,-0.716996336,-2.233064294,-1.130676684,-2.365369153,0,0,0,0,0,0,0,0,0
222,0,-0.932738457,-1.633265843,-2.285630226,-2.265638847,-2.770188708,0,0,0,0,0,0,0,0,0
223,0,0.156852684,0.639629545,-1.006116099,-1.088487086,-0.796672702,0,0,0,0,0,0,0,0,0
224,0,0.187561159,0.462147017,-1.211703391,-1.30066186,-1.062588382,0,0,0,0,0,0,0,0,0
225,0,-1.226522145,-0.797779055,-2.311226292,-1.855611868,-1.473162379,0,0,0,0,0,0,0,0,0
226,0,-1.529650693,-0.064738111,-2.081213412,-1.625975919,-2.727965386,0,0,0,0,0,0,0,0,0
227,0,-0.517394962,-0.991417189,-2.247365355,-1.010261159,-2.429843774,0,0,0,0,0,0,0,0,0
228,0,-2.004575558,-1.297674766,-1.735733781,-1.563261414,-2.207018766,0,0,0,0,0,0,0,0,0
229,0,-1.636322145,-1.874947529,-2.182161703,-2.61507478,-1.205530963,0,0,0,0,0,0,0,0,0
230,0,0.123123684,0.600297813,0.618311872,-0.207660751,-1.467794447,0,0,0,0,0,0,0,0,0
231,0,-2.204129229,-1.306935754,-3.221230311,-2.761931922,-0.942939816,0,0,0,0,0,0,0,0,0
232,0,-2.472391827,-1.581464133,-2.22961112,-1.716676908,-0.94094842,0,0,0,0,0,0,0,0,0
233,0,-2.383773828,-1.943726349,-3.091809027,-1.882750258,-2.845192058,0,0,0,0,0,0,0,0,0
234,0,-1.286304493,-0.485378962,-1.406206627,-1.935316386,-0.96152885,0,0,0,0,0,0,0,0,0
235,0,-1.606904383,-1.235625949,-2.900885944,-2.132323823,-3.064703579,0,0,0,0,0,0,0,0,0
236,0,-2.05467463,-0.814630456,-2.706339796,-2.789180675,-2.761763008,0,0,0,0,0,0,0,0,0
237,0,-0.304406309,-0.568060799,-0.469366856,-0.504195366,-1.578943706,0,0,0,0,0,0,0,0,0
238,0,-2.550256758,-2.439885113,-3.045510342,-3.290316072,-2.241341705,0,0,0,0,0,0,0,0,0
239,0,-1.615918841,-0.563966179,-2.649632225,-2.244120002,-1.384524341,0,0,0,0,0,0,0,0,0
240,0,0.752523279,0.909975328,0.187041512,0.594345131,-1.036427507,0,0,0,0,0,0,0,0,0
241,0,-1.035076971,0.045739202,-0.761482315,-1.809946613,-0.13869503,0,0,0,0,0,0,0,0,0
242,0,-3.42178838,-3.111997864,-3.733830482,-3.264111698,-3.204302371,0,0,0,0,0,0,0,0,0
243,0,-1.930205932,-2.0243468,-2.699887211,-2.143808074,-2.358397703,0,0,0,0,0,0,0,0,0
244,0,0.075878763,0.223208828,-0.392766733,-0.798233013,-2.007817001,0,0,0,0,0,0,0,0,0
