train_0,train_1,train_2,train_3,train_4,valid_0,valid_1,valid_2,valid_3,valid_4,test_0,test_1,test_2,test_3,test_4,
30,0,-0.985837995,-0.866259602,-1.797098762,-0.979436442,-1.268209877,0,0,0,0,0,0,0,0,0
31,0,0.670381193,-1.214252018,-1.705545157,-0.367301069,-1.170264176,0,0,0,0,0,0,0,0,0
32,0,-0.014704481,-0.919041045,-1.226336356,-0.134924598,-1.548080835,0,0,0,0,0,0,0,0,0
33,0,-0.256162891,-0.585480266,-0.777332636,-0.424812169,-1.557010762,0,0,0,0,0,0,0,0,0
34,0,0.331915448,0.401031092,-0.544935404,0.219519657,-1.026595073,0,0,0,0,0,0,0,0,0
35,0,0.624881079,-0.694241159,-0.87812665,-0.015815849,-1.952631222,0,0,0,0,0,0,0,0,0
36,0,-0.900974972,-1.757327567,-1.30621783,-1.160862068,-0.244541738,0,0,0,0,0,0,0,0,0
37,0,-0.187967159,-1.04190141,-0.674944232,0.335876974,-0.766876366,0,0,0,0,0,0,0,0,0
38,0,0.157104975,-0.422442727,-2.573342443,-0.289023675,-2.141593067,0,0,0,0,0,0,0,0,0
39,0,0.70162498,0.329669183,-0.188696076,0.072105857,-0.399267776,0,0,0,0,0,0,0,0,0
40,0,-0.854024867,-1.574114941,-1.421206352,-1.27667039,-2.322536132,0,0,0,0,0,0,0,0,0
41,0,0.74706189,-0.145544643,-0.061591845,-0.646130784,-0.926192737,0,0,0,0,0,0,0,0,0
42,0,-1.004650977,-1.585215241,-2.44307019,-2.296250596,-1.630148599,0,0,0,0,0,0,0,0,0
43,0,-2.119606066,-1.182495221,-2.873524354,-1.399560281,-2.26758224,0,0,0,0,0,0,0,0,0
44,0,-1.075355476,-1.015221198,-1.819486667,-0.502988069,-1.603643004,0,0,0,0,0,0,0,0,0
45,0,0.061924084,0.073588142,-0.89536554,-0.354124739,-0.536150569,0,0,0,0,0,0,0,0,0
46,0,-2.045537707,-2.852501092,-3.075700128,-2.375187938,-2.432939626,0,0,0,0,0,0,0,0,0
47,0,0.320546647,-0.444600424,-1.059959639,-0.214689353,-1.534988008,0,0,0,0,0,0,0,0,0
48,0,-1.121777809,-1.847720441,-3.11269198,-1.611428116,-2.637385654,0,0,0,0,0,0,0,0,0
49,0,-0.010892891,0.767792201,0.038343616,-0.075982883,-1.653046054,0,0,0,0,0,0,0,0,0
50,0,-0.294723991,-0.245783665,-1.099941666,-0.556066614,-0.894880672,0,0,0,0,0,0,0,0,0
51,0,-0.896893036,-1.193396684,-1.684440238,-0.951062189,-2.398462769,0,0,0,0,0,0,0,0,0
52,0,-0.389521508,-0.905988815,-0.643742888,-0.011738527,-0.766553428,0,0,0,0,0,0,0,0,0
53,0,-0.803240104,-1.179317973,-2.359734203,-1.228790685,-2.179777483,0,0,0,0,0,0,0,0,0
54,0,-0.196441051,-1.150102698,-1.029083079,-0.61408242,-1.403524575,0,0,0,0,0,0,0,0,0
55,0,-1.142227625,-1.970073794,-2.230482895,-1.379395573,-1.459477268,0,0,0,0,0,0,0,0,0
56,0,-0.233102353,-1.23995788,-0.699135976,-0.598879884,-0.560146244,0,0,0,0,0,0,0,0,0
57,0,0.319482336,-0.467402151,-1.213711789,-0.943914188,-0.879912035,0,0,0,0,0,0,0,0,0
58,0,-1.06237337,-1.215690937,-1.599312637,-2.097608685,-2.154124905,0,0,0,0,0,0,0,0,0
59,0,-0.115886482,-1.490754733,-1.888010643,-1.171763531,-0.602775439,0,0,0,0,0,0,0,0,0
60,0,-0.332085146,-1.143135542,-0.789082965,-1.269317093,-2.476654124,0,0,0,0,0,0,0,0,0
61,0,0.531743002,-0.473988701,-1.341206775,-0.101452539,-1.27191905,0,0,0,0,0,0,0,0,0
62,0,-1.194237707,-1.287464361,-1.436934353,-1.134271356,-1.318057659,0,0,0,0,0,0,0,0,0
63,0,-0.313348746,-1.942307126,-2.084756446,-1.384027426,-1.041077456,0,0,0,0,0,0,0,0,0
64,0,0.25432914,-0.187914566,-0.271338669,-0.473885361,-0.781228652,0,0,0,0,0,0,0,0,0
65,0,0.326392286,-0.618052711,-1.523354398,-0.505692905,-2.261052434,0,0,0,0,0,0,0,0,0
66,0,-0.405685476,-0.788488297,-2.117343194,-0.674563165,-1.929545079,0,0,0,0,0,0,0,0,0
67,0,-0.303900504,-1.579146084,-2.005227898,-0.800020412,-0.246626995,0,0,0,0,0,0,0,0,0
68,0,0.893357863,-0.085672867,-1.248591396,0.018974719,-0.138275771,0,0,0,0,0,0,0,0,0
69,0,0.358987799,-0.100797436,0.066425378,0.152809439,-1.144288892,0,0,0,0,0,0,0,0,0
70,0,0.295487123,-0.633089164,-1.029877506,-0.464768361,-0.473727583,0,0,0,0,0,0,0,0,0
71,0,0.389392869,-0.142309728,0.314351774,0.120791985,-0.959343241,0,0,0,0,0,0,0,0,0
72,0,-0.011770359,-0.59006783,-1.117019087,-0.318249099,-2.050032311,0,0,0,0,0,0,0,0,0
73,0,0.644878321,-0.357581559,-0.500813774,0.116002353,-1.604373075,0,0,0,0,0,0,0,0,0
74,0,-1.468069264,-2.732166563,-2.887769608,-2.996745486,-3.279183801,0,0,0,0,0,0,0,0,0
75,0,-0.151972954,-0.672352424,-1.0811822,-0.571444459,-1.101358441,0,0,0,0,0,0,0,0,0
76,0,0.029663043,-0.44392779,-0.453209027,0.30137705,-0.698321249,0,0,0,0,0,0,0,0,0
77,0,-0.485881584,-0.357386413,-1.417693248,-0.845183287,-1.526443069,0,0,0,0,0,0,0,0,0
78,0,-2.256969575,-2.000196755,-3.390760022,-2.051061561,-3.283988657,0,0,0,0,0,0,0,0,0
79,0,0.301065184,0.34529892,-0.334633588,-0.172311126,-0.716048237,0,0,0,0,0,0,0,0,0
80,0,-0.973970025,-2.661177186,-2.873714195,-2.366983007,-1.86511042,0,0,0,0,0,0,0,0,0
81,0,0.237816861,7.09E-05,0.061049384,0.527212644,-2.279467971,0,0,0,0,0,0,0,0,0
82,0,0.287903155,-0.56795027,-0.01292048,0.193772274,-2.077722627,0,0,0,0,0,0,0,0,0
83,0,0.821255965,0.135013711,-0.568973522,-0.632924927,-0.019627901,0,0,0,0,0,0,0,0,0
84,0,0.24867911,-0.799064054,-1.515428578,-1.127159801,-1.386047634,0,0,0,0,0,0,0,0,0
85,0,-0.319029686,-0.920563005,-1.375497251,-1.637774549,-2.568120997,0,0,0,0,0,0,0,0,0
86,0,0.025600945,-0.053569143,-0.264365977,0.010346739,-0.555145319,0,0,0,0,0,0,0,0,0
87,0,-0.922498788,-0.827516273,-0.454462488,-0.593075767,-2.310074186,0,0,0,0,0,0,0,0,0
88,0,0.505073862,-0.619869007,-0.6162927,-0.515432714,-2.033482202,0,0,0,0,0,0,0,0,0
89,0,0.604917516,-0.676319947,-0.864266152,-0.011813725,-1.938658619,0,0,0,0,0,0,0,0,0
90,0,-1.261572118,-1.427105967,-2.42024332,-1.776657481,-1.928638085,0,0,0,0,0,0,0,0,0
91,0,0.459687238,0.131734968,0.121856757,-0.017339194,-1.511339722,0,0,0,0,0,0,0,0,0
92,0,-0.33717188,-0.066282288,-1.525543917,-0.853272421,-0.709077852,0,0,0,0,0,0,0,0,0
93,0,-0.158842306,-1.275984839,-1.416749808,-0.690579504,-1.07072962,0,0,0,0,0,0,0,0,0
94,0,1.040262805,0.564536891,-1.261895056,0.540633484,-1.10633307,0,0,0,0,0,0,0,0,0
95,0,0.058073741,0.019734546,0.712246871,0.704112986,-0.706592613,0,0,0,0,0,0,0,0,0
96,0,0.799481181,-0.748388168,-0.681090202,-0.436609554,-0.727416576,0,0,0,0,0,0,0,0,0
97,0,-1.052775192,-1.027701827,-1.79415103,-0.831344934,-2.433084487,0,0,0,0,0,0,0,0,0
98,0,-0.435556777,-0.707887133,-1.731951102,-0.85264177,-1.881032184,0,0,0,0,0,0,0,0,0
99,0,0.443858664,-0.579858377,-0.475105144,-0.330412788,-0.715341003,0,0,0,0,0,0,0,0,0
100,0,0.353760356,-0.538522779,-0.881186256,-0.720388523,-1.193407756,0,0,0,0,0,0,0,0,0
101,0,-0.683501165,-0.495775942,-2.316634902,-1.287183405,-0.998533148,0,0,0,0,0,0,0,0,0
102,0,-0.238591375,-1.903823762,-1.908511899,-1.465026265,-0.240660946,0,0,0,0,0,0,0,0,0
103,0,0.644270736,-0.469001616,-1.053647586,0.331568981,0.193127782,0,0,0,0,0,0,0,0,0
104,0,-1.306628884,-2.14703411,-2.717641506,-2.54916846,-3.927193429,0,0,0,0,0,0,0,0,0
105,0,0.669318266,0.204036627,0.095290496,0.225565056,-1.349083232,0,0,0,0,0,0,0,0,0
106,0,-2.760833305,-1.938280089,-2.493270205,-1.966662185,-2.363202787,0,0,0,0,0,0,0,0,0
107,0,-0.676044989,-1.035639642,-1.746988247,-0.423699878,-0.585822119,0,0,0,0,0,0,0,0,0
108,0,0.750884553,-0.290076452,-0.69993963,-0.266468303,-0.980779864,0,0,0,0,0,0,0,0,0
109,0,-0.225612499,-1.255384165,-2.007777724,-1.391329515,-1.808009221,0,0,0,0,0,0,0,0,0
110,0,-0.079916729,0.375231117,-0.693582366,-0.139264884,-1.61311662,0,0,0,0,0,0,0,0,0
111,0,1.22048295,1.148497771,0.345580798,0.825043105,-0.831926683,0,0,0,0,0,0,0,0,0
112,0,-0.094949952,-1.67355792,-1.493229822,-1.235797516,-1.655979254,0,0,0,0,0,0,0,0,0
113,0,0.60715686,-0.160880045,-0.306978564,0.41677155,-0.0730829,0,0,0,0,0,0,0,0,0
114,0,0.013612103,-1.358456275,-0.98371906,-0.974554081,-1.376400554,0,0,0,0,0,0,0,0,0
115,0,0.969399605,0.244956096,-0.326969808,0.062323143,-2.776039762,0,0,0,0,0,0,0,0,0
116,0,-0.149292108,-0.54090237,-0.736769321,-0.075019605,-1.487474606,0,0,0,0,0,0,0,0,0
117,0,-0.966010065,-1.121439646,-2.672007142,-2.325760667,-2.295186285,0,0,0,0,0,0,0,0,0
118,0,-0.31181433,-0.426004733,-1.494262301,-1.51621424,-1.595572093,0,0,0,0,0,0,0,0,0
119,0,-0.551483202,-0.993473171,-2.112904873,-0.874678595,-2.819446777,0,0,0,0,0,0,0,0,0
120,0,-0.686730083,-1.292158034,-2.276010459,-2.058701119,-2.302665989,0,0,0,0,0,0,0,0,0
121,0,0.411585166,-0.756332903,-1.219783022,-0.886018792,-1.815641629,0,0,0,0,0,0,0,0,0
122,0,-0.325764788,-1.733450688,-2.116857864,-0.83561648,-0.879794855,0,0,0,0,0,0,0,0,0
123,0,-0.584428872,-0.302373469,-1.316459577,0.324905387,-0.471919591,0,0,0,0,0,0,0,0,0
124,0,0.292455196,0.429575118,-1.073055235,-0.565020761,-0.696354557,0,0,0,0,0,0,0,0,0
125,0,0.150371257,-1.439826955,-1.455188191,-1.283726124,-1.408595163,0,0,0,0,0,0,0,0,0
126,0,-0.078011856,-0.226461825,-1.317234167,-0.506775209,-0.701429297,0,0,0,0,0,0,0,0,0
127,0,-0.149896924,-0.525311848,-0.274758121,-0.506897002,-1.299060602,0,0,0,0,0,0,0,0,0
128,0,-0.383976202,-0.398989127,-0.741197723,-0.192346659,-2.502029436,0,0,0,0,0,0,0,0,0
129,0,-1.035502625,-0.356137565,-1.150236486,0.055689536,-3.000492489,0,0,0,0,0,0,0,0,0
130,0,-2.396563894,-2.181306825,-2.854846083,-2.355598059,-2.572545247,0,0,0,0,0,0,0,0,0
131,0,-0.095693632,-0.348164688,-1.847141921,-0.665519979,-0.528060973,0,0,0,0,0,0,0,0,0
132,0,-1.677462702,-1.937157188,-2.09279691,-1.522551666,-2.001085065,0,0,0,0,0,0,0,0,0
133,0,-0.327416847,-1.068723714,-2.711966332,-1.674719344,-2.794414471,0,0,0,0,0,0,0,0,0
134,0,-0.205532677,-1.626100572,-1.105862503,-0.736116986,-2.378100146,0,0,0,0,0,0,0,0,0
135,0,0.477285973,-1.577378229,-1.727721307,-0.859824371,-1.204442085,0,0,0,0,0,0,0,0,0
136,0,0.197354579,-0.842836912,-0.160747179,-0.193323777,-1.126745056,0,0,0,0,0,0,0,0,0
137,0,-1.385104194,-1.355695617,-2.494896659,-1.21244864,-2.197197679,0,0,0,0,0,0,0,0,0
138,0,0.016441963,-0.529235083,-0.498499231,-0.437402598,-1.480859452,0,0,0,0,0,0,0,0,0
139,0,0.432096802,-0.313072404,0.102915062,0.106160588,-0.667664287,0,0,0,0,0,0,0,0,0
140,0,0.457469115,0.050325075,-0.582324239,-0.02122506,-2.274759997,0,0,0,0,0,0,0,0,0
141,0,-0.425367161,-0.542320991,-0.784269805,-0.788534431,-1.666300351,0,0,0,0,0,0,0,0,0
142,0,0.350488071,-0.254067485,-1.191337262,0.147540475,-0.026546617,0,0,0,0,0,0,0,0,0
143,0,0.190602407,-0.631984717,-0.444945506,-0.713549159,-1.949770453,0,0,0,0,0,0,0,0,0
144,0,0.359710718,-0.361507101,-0.883140492,-0.765275978,-1.187209654,0,0,0,0,0,0,0,0,0
145,0,0.688381755,-0.442060747,-0.490747797,0.733868029,-1.490277708,0,0,0,0,0,0,0,0,0
146,0,0.85857237,0.379089764,0.67544486,0.500230715,-1.595693886,0,0,0,0,0,0,0,0,0
147,0,0.13924466,-0.790670435,-0.934395361,-0.833364218,-0.228488492,0,0,0,0,0,0,0,0,0
148,0,-0.365474625,-0.970148746,-1.21036569,-0.166691544,-2.14066785,0,0,0,0,0,0,0,0,0
149,0,-1.233815138,-2.511327512,-2.770467237,-2.32508319,-2.108117548,0,0,0,0,0,0,0,0,0
150,0,0.039912633,-0.134606735,-0.772003237,-0.212982856,0.073982588,0,0,0,0,0,0,0,0,0
151,0,0.007563014,-0.341938444,-1.026318269,-0.796537296,-0.755265362,0,0,0,0,0,0,0,0,0
152,0,0.480715574,-0.051369474,-0.651285335,0.148230178,-0.517969161,0,0,0,0,0,0,0,0,0
153,0,0.612445661,-0.317528025,-0.018721368,0.445488117,-1.514547418,0,0,0,0,0,0,0,0,0
154,0,-1.016574769,-1.111587732,-2.820498632,-1.254972188,-2.915363504,0,0,0,0,0,0,0,0,0
155,0,0.690506687,0.119019978,0.327387396,0.333615947,-0.725129714,0,0,0,0,0,0,0,0,0
156,0,0.088237993,-1.266639476,-1.065090662,-0.981137863,-0.996934143,0,0,0,0,0,0,0,0,0
157,0,-0.552709444,-1.434423741,-1.805417182,-1.236836454,-1.837968637,0,0,0,0,0,0,0,0,0
158,0,-0.345553043,-2.262370251,-1.976899318,-1.558052698,-0.57182691,0,0,0,0,0,0,0,0,0
159,0,-1.832116771,-2.488973515,-2.123541988,-1.364872591,-1.197180133,0,0,0,0,0,0,0,0,0
160,0,-0.505440552,-0.9877747,-1.056694736,-1.721266238,-1.165092094,0,0,0,0,0,0,0,0,0
161,0,0.041070135,-0.570250973,-1.380243977,-0.39494133,-0.694943318,0,0,0,0,0,0,0,0,0
162,0,-0.259622941,-1.391669984,-2.336773083,-1.360634261,-2.468585749,0,0,0,0,0,0,0,0,0
163,0,0.389275689,-0.816069045,-0.137402916,0.474614353,0.032956088,0,0,0,0,0,0,0,0,0
164,0,-0.493495077,-1.212301011,-0.899443785,-1.778370205,-1.007479913,0,0,0,0,0,0,0,0,0
165,0,-1.028579296,-0.690969797,-2.377845256,-1.15942361,-1.496650658,0,0,0,0,0,0,0,0,0
166,0,0.734332137,-0.278923559,-1.046211709,-0.789495403,-0.188858929,0,0,0,0,0,0,0,0,0
167,0,-0.893589381,-1.270804453,-2.468455882,-1.161731694,-2.034994705,0,0,0,0,0,0,0,0,0
168,0,0.387725587,-0.288512971,0.059782544,-0.472398924,-0.434350373,0,0,0,0,0,0,0,0,0
169,0,0.000960317,-0.622117116,-1.080051455,-0.521758146,-0.719127681,0,0,0,0,0,0,0,0,0
170,0,-0.353293405,-1.56094184,-1.142688503,-1.317689509,-1.548925318,0,0,0,0,0,0,0,0,0
171,0,-0.757559606,-1.155098087,-1.200338466,-0.681611055,-1.095011326,0,0,0,0,0,0,0,0,0
172,0,0.631311235,0.275918466,-0.555653715,-0.481073499,-0.79048959,0,0,0,0,0,0,0,0,0
173,0,-0.188032207,-0.624692777,-1.414726371,-0.570883008,-0.633105773,0,0,0,0,0,0,0,0,0
174,0,-0.924005985,-1.396938025,-1.12300728,-1.3578104,-1.830755587,0,0,0,0,0,0,0,0,0
175,0,-0.747456261,-1.004296206,-1.097354933,-0.931081095,-2.352612267,0,0,0,0,0,0,0,0,0
176,0,0.464488403,-1.639121661,-0.939245428,-1.271558282,-1.506125196,0,0,0,0,0,0,0,0,0
177,0,0.658156146,0.308539814,-0.525807327,0.164623893,-0.584536825,0,0,0,0,0,0,0,0,0
178,0,-0.435314112,-1.031995518,-0.560588207,-0.993326926,-1.17753351,0,0,0,0,0,0,0,0,0
179,0,0.191420363,0.230568749,-0.288374108,0.897096101,-0.829261522,0,0,0,0,0,0,0,0,0
180,0,-0.18185302,-0.359400623,-1.379490148,-0.963977401,-1.395946605,0,0,0,0,0,0,0,0,0
181,0,-0.132103043,-0.201425829,-0.416096996,-1.015950576,-1.130744412,0,0,0,0,0,0,0,0,0
182,0,-0.55936704,-0.331955048,-0.918429769,-0.602879702,-1.389972714,0,0,0,0,0,0,0,0,0
183,0,0.514421993,-0.405225981,-0.598461449,-0.044141661,-2.271119333,0,0,0,0,0,0,0,0,0
184,0,0.647076606,1.066537961,0.674369016,0.993079262,-1.541021411,0,0,0,0,0,0,0,0,0
185,0,0.664706712,-0.434765579,-0.668538065,-0.476725831,-0.577653172,0,0,0,0,0,0,0,0,0
186,0,-0.288693817,-0.760714248,-1.653139937,-0.678540838,-0.947531555,0,0,0,0,0,0,0,0,0
187,0,0.096957318,-1.315702057,-1.625750415,-1.765252234,-0.950028788,0,0,0,0,0,0,0,0,0
188,0,0.127303337,-0.695204437,-0.834616295,0.189308349,-1.773230647,0,0,0,0,0,0,0,0,0
189,0,-2.772653988,-2.91990332,-3.072252073,-2.328117192,-2.169672062,0,0,0,0,0,0,0,0,0
190,0,-1.115459758,-2.149623381,-2.438464403,-2.097251839,-2.01111275,0,0,0,0,0,0,0,0,0
191,0,-0.598846207,-0.341416669,-0.729890742,-0.485905573,-1.907895087,0,0,0,0,0,0,0,0,0
192,0,0.900624429,0.493543593,-0.643597566,0.171038364,-0.011024834,0,0,0,0,0,0,0,0,0
193,0,-0.094094628,-0.598976766,-1.624035845,-1.264180073,-2.066477004,0,0,0,0,0,0,0,0,0
194,0,0.219860587,-0.036380078,-0.832883041,0.094368739,-1.372490237,0,0,0,0,0,0,0,0,0
195,0,-0.246867814,-0.654963598,-0.789576598,-0.746822841,-1.294975898,0,0,0,0,0,0,0,0,0
196,0,-0.638445783,-0.315163196,-0.761636006,-0.541954225,-1.582022769,0,0,0,0,0,0,0,0,0
197,0,-3.456791609,-3.208083472,-3.346273472,-2.881384433,-2.907767542,0,0,0,0,0,0,0,0,0
198,0,0.325428085,-0.002920936,-1.656429521,-0.57074599,-1.534766334,0,0,0,0,0,0,0,0,0
199,0,-0.584367975,-1.210537308,-2.119095594,-0.886106908,-1.531065465,0,0,0,0,0,0,0,0,0
200,0,-0.784116179,-1.492284536,-1.242995342,-1.370937366,-2.028484967,0,0,0,0,0,0,0,0,0
201,0,0.122292262,-0.615698955,-1.294588834,-0.616256254,-1.999186651,0,0,0,0,0,0,0,0,0
202,0,0.799438276,0.174626666,0.250689629,0.192860205,-0.783988388,0,0,0,0,0,0,0,0,0
203,0,0.195661461,-0.895776132,-1.084794492,-0.29988454,-1.507272549,0,0,0,0,0,0,0,0,0
204,0,-0.027396405,-0.536883177,-1.204466997,-0.49395411,-1.872919291,0,0,0,0,0,0,0,0,0
205,0,0.329512328,-0.339356325,-0.962720711,-0.568531559,-2.392355551,0,0,0,0,0,0,0,0,0
206,0,1.167555724,0.391438451,-0.013269253,0.013872761,-0.791719522,0,0,0,0,0,0,0,0,0
207,0,-0.000779396,-0.497838593,-1.376379794,-0.415545233,-1.153385131,0,0,0,0,0,0,0,0,0
208,0,0.046397688,0.141587806,-1.376215096,-0.900552846,-1.057094718,0,0,0,0,0,0,0,0,0
209,0,-0.797075679,-0.914510686,-2.937253162,-1.608896974,-1.040894305,0,0,0,0,0,0,0,0,0
210,0,0.049938473,-0.211620058,-0.203944745,-0.561062465,-0.919739052,0,0,0,0,0,0,0,0,0
211,0,-0.410063592,-1.52894307,-1.025117401,-2.069489093,-1.044102463,0,0,0,0,0,0,0,0,0
212,0,-0.123035867,-0.726369796,-1.448727586,-0.225886534,-0.353824868,0,0,0,0,0,0,0,0,0
213,0,-0.066249071,-0.573920932,-0.797858112,-0.279866999,-0.990840765,0,0,0,0,0,0,0,0,0
214,0,-2.838991444,-3.531739975,-3.79396295,-2.592938088,-1.095779457,0,0,0,0,0,0,0,0,0
215,0,-0.824494035,-1.901088016,-1.870896546,-1.287689956,-1.045074506,0,0,0,0,0,0,0,0,0
216,0,-0.326339618,-1.806937528,-2.944591236,-1.573349116,-0.643923272,0,0,0,0,0,0,0,0,0
217,0,-0.76362761,-2.100814537,-1.619526939,-1.407815037,-1.554543516,0,0,0,0,0,0,0,0,0
218,0,0.985817771,0.284314853,0.565100187,-0.149558301,-1.158732984,0,0,0,0,0,0,0,0,0
219,0,0.598316664,0.195087093,-0.014788445,0.864274532,-1.493381141,0,0,0,0,0,0,0,0,0
220,0,-1.634016704,-1.788211278,-3.466179877,-2.113051348,-1.089833708,0,0,0,0,0,0,0,0,0
221,0,-1.347186202,-1.159670427,-1.69484207,-1.486270509,-1.450928178,0,0,0,0,0,0,0,0,0
222,0,-1.249584199,-1.143943809,-1.663870012,-1.107429214,-1.944770451,0,0,0,0,0,0,0,0,0
223,0,0.242439026,-0.946518452,-1.091221418,-0.348777348,-2.252465744,0,0,0,0,0,0,0,0,0
224,0,-0.543724848,-0.902504776,-0.741640148,-1.722617964,-1.10297267,0,0,0,0,0,0,0,0,0
225,0,-0.110555699,-0.167963458,-1.884006443,-0.25638618,-0.184275055,0,0,0,0,0,0,0,0,0
226,0,-0.205979254,-1.604634424,-1.831950458,-1.283357513,-1.182280236,0,0,0,0,0,0,0,0,0
227,0,0.730066588,0.048333932,-0.284125167,0.289038051,-0.890516396,0,0,0,0,0,0,0,0,0
228,0,-1.402072277,-1.459404377,-2.834800631,-1.519593555,-2.259401067,0,0,0,0,0,0,0,0,0
229,0,-0.065931208,0.370178983,-0.125652587,0.246273222,-1.30040956,0,0,0,0,0,0,0,0,0
230,0,0.515177207,-0.242316695,-0.386914937,1.162036253,-1.136797192,0,0,0,0,0,0,0,0,0
231,0,-0.490593249,-0.883757304,-2.219579587,-1.406792707,-0.860688922,0,0,0,0,0,0,0,0,0
232,0,0.034646437,-0.611133996,-0.743222083,-0.552097245,-0.367757796,0,0,0,0,0,0,0,0,0
233,0,-2.184491685,-1.800073943,-2.216848454,-1.170707985,-1.591638016,0,0,0,0,0,0,0,0,0
234,0,0.084490528,-1.028420595,-0.786120701,-0.076381019,-0.58441088,0,0,0,0,0,0,0,0,0
235,0,-0.030734661,-0.657030863,-0.716452832,-0.927213221,-1.211770931,0,0,0,0,0,0,0,0,0
236,0,-0.046882482,-1.579788038,-0.997129751,-0.762123181,-1.123354669,0,0,0,0,0,0,0,0,0
237,0,0.481718527,-0.124546294,-0.552585343,0.26024767,-1.541173654,0,0,0,0,0,0,0,0,0
238,0,0.130044158,0.468183274,-0.036924459,-0.992015337,-0.899935112,0,0,0,0,0,0,0,0,0
239,0,0.087716217,-0.45441497,-0.835425024,-0.477736627,-0.90242727,0,0,0,0,0,0,0,0,0
240,0,0.71648474,-0.206343251,0.674476969,0.582483015,-0.53267714,0,0,0,0,0,0,0,0,0
241,0,1.105042777,0.019969368,-0.16108488,0.162123892,-1.033795667,0,0,0,0,0,0,0,0,0
242,0,-1.692605263,-1.705286114,-3.392344494,-2.845869792,-3.992207185,0,0,0,0,0,0,0,0,0
243,0,-0.894894973,-1.063958995,-2.977365748,-1.286737289,-1.545814503,0,0,0,0,0,0,0,0,0
244,0,0.905329635,-0.479263201,0.145870425,0.815235479,-1.071901885,0,0,0,0,0,0,0,0,0
245,0,-0.52782246,-1.617408927,-2.22184615,-1.180063037,-0.873207843,0,0,0,0,0,0,0,0,0
246,0,-0.050250263,-0.817544872,-1.533409072,-0.923172344,-1.917258673,0,0,0,0,0,0,0,0,0
